id_client,code_client,sexe,tranche_age,profession,secteur_activite,type_client,statut_client,date_adhesion
2486,CUST-0002486,F,46-60 ans,Entrepreneur,Restauration,Physique,Actif,2018-04-02
2487,CUST-0002487,M,36-45 ans,Infirmier,Distribution,Physique,Actif,2017-01-19
2488,CUST-0002488,M,60 ans et plus,Entrepreneur,Restauration,Physique,Actif,2025-06-17
2489,CUST-0002489,M,60 ans et plus,Enseignant,Éducation,Physique,Actif,2022-01-09
2490,CUST-0002490,M,36-45 ans,Chauffeur,BTP,Physique,Actif,2025-09-04
2491,CUST-0002491,M,46-60 ans,Commerçant,Agriculture,Physique,Actif,2019-01-18
2492,CUST-0002492,M,46-60 ans,Agent public,Administration,Physique,Actif,2020-08-16
2493,CUST-0002493,F,18-25 ans,Étudiant,Éducation,Moral,Actif,2026-04-04
2494,CUST-0002494,M,18-25 ans,Pêcheur,Distribution,Physique,Actif,2018-11-07
2495,CUST-0002495,F,60 ans et plus,Chauffeur,Administration,Physique,En veille,2018-02-22
2496,CUST-0002496,F,36-45 ans,Mécanicien,Administration,Physique,Actif,2021-05-29
2497,CUST-0002497,M,46-60 ans,Vendeur,Technologie,Physique,Suspendu,2017-04-09
2498,CUST-0002498,F,46-60 ans,Fonctionnaire,Informel,Physique,Actif,2025-11-20
2499,CUST-0002499,M,46-60 ans,Médecin,Élevage,Physique,Actif,2026-02-05
2500,CUST-0002500,M,36-45 ans,Infirmier,Services,Physique,Actif,2017-05-11
2501,CUST-0002501,F,46-60 ans,Ménagère,Santé,Physique,Actif,2026-06-27
2502,CUST-0002502,M,46-60 ans,Restauratrice,Commerce,Physique,Actif,2020-02-23
2503,CUST-0002503,F,18-25 ans,Agent public,BTP,Physique,Actif,2021-09-17
2504,CUST-0002504,M,36-45 ans,Éleveur,Services,Physique,Actif,2021-12-25
2505,CUST-0002505,F,46-60 ans,Agriculteur,Artisanat,Physique,En veille,2022-12-20
2506,CUST-0002506,F,18-25 ans,Agent public,Pêche,Physique,Actif,2025-02-17
2507,CUST-0002507,F,46-60 ans,Coiffeur,Distribution,Physique,Actif,2021-01-18
2508,CUST-0002508,F,60 ans et plus,Enseignant,Services,Physique,Suspendu,2025-05-08
2509,CUST-0002509,F,36-45 ans,Tailleur,Éducation,Physique,Actif,2022-07-31
2510,CUST-0002510,M,46-60 ans,Médecin,BTP,Physique,Actif,2024-07-24
2511,CUST-0002511,F,26-35 ans,Agent public,Restauration,Physique,Actif,2018-02-06
2512,CUST-0002512,F,46-60 ans,Chauffeur,Pêche,Physique,Actif,2025-05-03
2513,CUST-0002513,F,46-60 ans,Chauffeur,Agriculture,Physique,En veille,2021-05-22
2514,CUST-0002514,M,46-60 ans,Artisan,Artisanat,Physique,Actif,2023-09-26
2515,CUST-0002515,M,36-45 ans,Tailleur,BTP,Physique,Actif,2025-12-31
2516,CUST-0002516,F,18-25 ans,Ménagère,Pêche,Physique,Actif,2023-09-12
2517,CUST-0002517,M,26-35 ans,Ménagère,Administration,Physique,Actif,2024-06-21
2518,CUST-0002518,M,26-35 ans,Tailleur,Transport,Physique,Actif,2025-05-24
2519,CUST-0002519,M,36-45 ans,Informaticien,Transport,Physique,Actif,2019-07-09
2520,CUST-0002520,M,36-45 ans,Étudiant,Artisanat,Physique,Actif,2021-07-15
2521,CUST-0002521,M,18-25 ans,Enseignant,BTP,Physique,Actif,2023-09-13
2522,CUST-0002522,M,46-60 ans,Mécanicien,Éducation,Physique,Actif,2026-01-09
2523,CUST-0002523,F,26-35 ans,Étudiant,BTP,Physique,Actif,2023-05-14
2524,CUST-0002524,F,46-60 ans,Restauratrice,Distribution,Physique,Actif,2019-06-07
2525,CUST-0002525,M,18-25 ans,Entrepreneur,Artisanat,Physique,Actif,2024-08-23
2526,CUST-0002526,F,26-35 ans,Commerçant,Services,Physique,Actif,2017-01-28
2527,CUST-0002527,M,60 ans et plus,Artisan,Distribution,Physique,Actif,2022-06-29
2528,CUST-0002528,F,18-25 ans,Agriculteur,Éducation,Physique,Actif,2025-04-03
2529,CUST-0002529,M,36-45 ans,Fonctionnaire,Santé,Physique,Actif,2025-05-18
2530,CUST-0002530,M,46-60 ans,Médecin,Services,Physique,Actif,2020-12-29
2531,CUST-0002531,F,46-60 ans,Artisan,Agriculture,Physique,Actif,2017-09-07
2532,CUST-0002532,F,46-60 ans,Fonctionnaire,Transport,Physique,Actif,2025-03-20
2533,CUST-0002533,M,36-45 ans,Agent public,Technologie,Physique,Actif,2021-02-25
2534,CUST-0002534,M,60 ans et plus,Coiffeur,Artisanat,Physique,Actif,2017-09-07
2535,CUST-0002535,M,60 ans et plus,Infirmier,Informel,Physique,Actif,2025-06-26
2536,CUST-0002536,M,18-25 ans,Infirmier,Administration,Physique,Actif,2024-05-30
2537,CUST-0002537,F,46-60 ans,Étudiant,Transport,Physique,En veille,2022-01-11
2538,CUST-0002538,F,36-45 ans,Enseignant,Élevage,Association,Actif,2024-12-06
2539,CUST-0002539,M,60 ans et plus,Artisan,Éducation,Physique,Actif,2023-08-15
2540,CUST-0002540,F,36-45 ans,Commerçant,Services,Physique,Actif,2024-07-22
2541,CUST-0002541,M,36-45 ans,Infirmier,Distribution,Physique,En veille,2024-07-16
2542,CUST-0002542,F,18-25 ans,Artisan,Commerce,Moral,Actif,2025-01-12
2543,CUST-0002543,F,46-60 ans,Médecin,Commerce,Physique,Actif,2021-12-17
2544,CUST-0002544,F,36-45 ans,Coiffeur,Artisanat,Moral,Actif,2020-06-24
2545,CUST-0002545,F,26-35 ans,Agent public,Santé,Physique,Actif,2017-05-06
2546,CUST-0002546,M,60 ans et plus,Agent public,Éducation,Physique,Actif,2022-03-28
2547,CUST-0002547,F,60 ans et plus,Tailleur,Agriculture,Physique,Actif,2017-04-15
2548,CUST-0002548,F,46-60 ans,Agent public,Transport,Physique,Suspendu,2024-11-13
2549,CUST-0002549,M,26-35 ans,Agent public,Éducation,Physique,Actif,2025-07-08
2550,CUST-0002550,M,46-60 ans,Agent public,Services,Physique,Actif,2023-12-29
2551,CUST-0002551,M,26-35 ans,Informaticien,Informel,Moral,Actif,2018-09-23
2552,CUST-0002552,F,60 ans et plus,Fonctionnaire,BTP,Physique,Actif,2023-08-08
2553,CUST-0002553,M,18-25 ans,Fonctionnaire,Restauration,Physique,Actif,2019-05-14
2554,CUST-0002554,M,36-45 ans,Vendeur,Services,Physique,Actif,2017-10-10
2555,CUST-0002555,F,26-35 ans,Infirmier,Agriculture,Physique,Actif,2018-11-16
2556,CUST-0002556,F,60 ans et plus,Médecin,Restauration,Physique,Actif,2020-12-10
2557,CUST-0002557,M,26-35 ans,Informaticien,Transport,Physique,Actif,2021-10-20
2558,CUST-0002558,M,26-35 ans,Restauratrice,Technologie,Physique,En veille,2020-02-23
2559,CUST-0002559,M,36-45 ans,Mécanicien,Restauration,Physique,Actif,2019-05-15
2560,CUST-0002560,M,46-60 ans,Agent public,Services,Moral,Actif,2020-09-20
2561,CUST-0002561,M,18-25 ans,Médecin,Santé,Physique,Actif,2023-10-31
2562,CUST-0002562,F,36-45 ans,Fonctionnaire,BTP,Physique,Actif,2021-07-15
2563,CUST-0002563,F,60 ans et plus,Artisan,Restauration,Moral,Actif,2024-07-21
2564,CUST-0002564,F,46-60 ans,Médecin,Restauration,Physique,Actif,2026-05-27
2565,CUST-0002565,M,18-25 ans,Artisan,Éducation,Physique,Actif,2021-09-03
2566,CUST-0002566,M,36-45 ans,Commerçant,Restauration,Physique,Actif,2023-06-01
2567,CUST-0002567,F,46-60 ans,Chauffeur,Agriculture,Moral,Actif,2017-09-14
2568,CUST-0002568,M,18-25 ans,Informaticien,Informel,Physique,Actif,2022-06-28
2569,CUST-0002569,F,18-25 ans,Informaticien,Commerce,Physique,Actif,2022-09-06
2570,CUST-0002570,M,36-45 ans,Coiffeur,Agriculture,Physique,Actif,2026-02-26
2571,CUST-0002571,M,46-60 ans,Médecin,Administration,Physique,Actif,2021-06-20
2572,CUST-0002572,F,36-45 ans,Vendeur,BTP,Physique,Actif,2017-12-24
2573,CUST-0002573,M,60 ans et plus,Chauffeur,Restauration,Physique,En veille,2023-12-03
2574,CUST-0002574,M,46-60 ans,Médecin,Élevage,Physique,Actif,2023-07-02
2575,CUST-0002575,M,36-45 ans,Vendeur,BTP,Physique,Actif,2026-06-14
2576,CUST-0002576,M,60 ans et plus,Commerçant,Agriculture,Physique,Actif,2019-02-12
2577,CUST-0002577,M,46-60 ans,Informaticien,Administration,Physique,Actif,2024-03-22
2578,CUST-0002578,M,18-25 ans,Restauratrice,Élevage,Physique,Actif,2025-01-20
2579,CUST-0002579,M,36-45 ans,Chauffeur,Informel,Physique,Actif,2023-11-07
2580,CUST-0002580,F,46-60 ans,Entrepreneur,Distribution,Physique,Actif,2023-10-07
2581,CUST-0002581,F,46-60 ans,Éleveur,BTP,Association,Actif,2024-08-21
2582,CUST-0002582,F,46-60 ans,Éleveur,Services,Physique,Actif,2019-03-25
2583,CUST-0002583,M,60 ans et plus,Éleveur,Distribution,Moral,Actif,2020-03-26
2584,CUST-0002584,M,36-45 ans,Enseignant,Élevage,Physique,Actif,2025-10-28
2585,CUST-0002585,M,46-60 ans,Fonctionnaire,Technologie,Physique,Actif,2023-05-25
2586,CUST-0002586,F,46-60 ans,Infirmier,Restauration,Physique,Actif,2020-01-13
2587,CUST-0002587,F,46-60 ans,Fonctionnaire,Administration,Physique,Actif,2020-03-19
2588,CUST-0002588,F,26-35 ans,Restauratrice,Agriculture,Physique,Actif,2026-01-31
2589,CUST-0002589,F,36-45 ans,Médecin,Restauration,Physique,Actif,2023-02-21
2590,CUST-0002590,F,18-25 ans,Tailleur,BTP,Physique,Actif,2019-12-13
2591,CUST-0002591,M,46-60 ans,Artisan,Agriculture,Physique,Actif,2026-05-06
2592,CUST-0002592,F,46-60 ans,Commerçant,Administration,Physique,En veille,2024-07-22
2593,CUST-0002593,F,18-25 ans,Étudiant,Administration,Physique,Actif,2026-05-31
2594,CUST-0002594,F,60 ans et plus,Commerçant,Informel,Physique,Suspendu,2025-12-12
2595,CUST-0002595,F,26-35 ans,Agriculteur,Éducation,Physique,Actif,2024-01-23
2596,CUST-0002596,M,36-45 ans,Agent public,Technologie,Physique,Actif,2020-07-05
2597,CUST-0002597,F,36-45 ans,Restauratrice,Éducation,Moral,Actif,2022-08-15
2598,CUST-0002598,F,60 ans et plus,Commerçant,Agriculture,Physique,En veille,2024-01-19
2599,CUST-0002599,F,26-35 ans,Fonctionnaire,Transport,Physique,Actif,2019-08-18
2600,CUST-0002600,M,26-35 ans,Agriculteur,Élevage,Physique,Actif,2018-12-15
2601,CUST-0002601,M,36-45 ans,Étudiant,Technologie,Physique,Actif,2023-07-10
2602,CUST-0002602,F,26-35 ans,Chauffeur,Transport,Physique,Actif,2021-04-05
2603,CUST-0002603,M,26-35 ans,Coiffeur,Pêche,Physique,Actif,2018-04-30
2604,CUST-0002604,F,18-25 ans,Pêcheur,Services,Physique,Actif,2019-08-29
2605,CUST-0002605,M,46-60 ans,Agent public,Informel,Physique,Actif,2022-01-11
2606,CUST-0002606,F,36-45 ans,Vendeur,Élevage,Physique,Actif,2025-09-24
2607,CUST-0002607,M,26-35 ans,Infirmier,Transport,Physique,Actif,2021-01-24
2608,CUST-0002608,F,46-60 ans,Restauratrice,Agriculture,Association,Actif,2022-09-14
2609,CUST-0002609,F,60 ans et plus,Éleveur,Informel,Physique,Actif,2020-09-15
2610,CUST-0002610,M,18-25 ans,Agriculteur,Agriculture,Physique,Actif,2019-08-09
2611,CUST-0002611,M,36-45 ans,Informaticien,Restauration,Physique,Suspendu,2018-02-18
2612,CUST-0002612,M,46-60 ans,Éleveur,Informel,Physique,Actif,2019-12-28
2613,CUST-0002613,F,18-25 ans,Entrepreneur,BTP,Physique,Actif,2023-10-05
2614,CUST-0002614,F,60 ans et plus,Commerçant,Administration,Physique,Actif,2025-06-20
2615,CUST-0002615,M,36-45 ans,Chauffeur,BTP,Physique,Actif,2022-08-21
2616,CUST-0002616,M,46-60 ans,Coiffeur,Transport,Physique,Actif,2025-05-02
2617,CUST-0002617,M,60 ans et plus,Agriculteur,Artisanat,Physique,Actif,2025-01-21
2618,CUST-0002618,F,60 ans et plus,Restauratrice,Agriculture,Physique,Actif,2022-11-06
2619,CUST-0002619,F,60 ans et plus,Chauffeur,BTP,Association,Actif,2022-12-19
2620,CUST-0002620,M,36-45 ans,Coiffeur,Artisanat,Moral,Actif,2020-12-04
2621,CUST-0002621,M,46-60 ans,Artisan,Agriculture,Physique,Actif,2021-01-20
2622,CUST-0002622,M,26-35 ans,Fonctionnaire,Santé,Physique,Actif,2023-12-04
2623,CUST-0002623,F,18-25 ans,Commerçant,Technologie,Physique,Actif,2025-11-26
2624,CUST-0002624,F,36-45 ans,Tailleur,Administration,Physique,Actif,2018-02-07
2625,CUST-0002625,M,60 ans et plus,Infirmier,Technologie,Physique,Suspendu,2023-12-09
2626,CUST-0002626,M,46-60 ans,Pêcheur,Éducation,Physique,Actif,2023-06-16
2627,CUST-0002627,M,46-60 ans,Éleveur,Éducation,Physique,Suspendu,2025-10-20
2628,CUST-0002628,F,46-60 ans,Mécanicien,Élevage,Physique,En veille,2017-06-04
2629,CUST-0002629,M,26-35 ans,Éleveur,Technologie,Physique,Actif,2017-03-31
2630,CUST-0002630,M,46-60 ans,Pêcheur,Agriculture,Association,Actif,2021-02-20
2631,CUST-0002631,F,46-60 ans,Fonctionnaire,Agriculture,Moral,Actif,2021-08-21
2632,CUST-0002632,M,18-25 ans,Entrepreneur,Services,Physique,Actif,2024-01-17
2633,CUST-0002633,F,46-60 ans,Agriculteur,Restauration,Association,Actif,2021-12-26
2634,CUST-0002634,F,26-35 ans,Coiffeur,Administration,Physique,Actif,2021-03-04
2635,CUST-0002635,M,18-25 ans,Entrepreneur,Transport,Physique,Actif,2022-09-16
2636,CUST-0002636,F,26-35 ans,Infirmier,Transport,Physique,En veille,2017-05-24
2637,CUST-0002637,M,36-45 ans,Agent public,Informel,Physique,Actif,2019-06-02
2638,CUST-0002638,F,26-35 ans,Agent public,Élevage,Physique,Actif,2021-11-30
2639,CUST-0002639,M,46-60 ans,Ménagère,BTP,Association,En veille,2017-09-19
2640,CUST-0002640,F,26-35 ans,Fonctionnaire,Technologie,Association,Actif,2021-08-16
2641,CUST-0002641,M,46-60 ans,Tailleur,Informel,Physique,Actif,2021-06-12
2642,CUST-0002642,F,46-60 ans,Fonctionnaire,Santé,Physique,Actif,2024-01-25
2643,CUST-0002643,M,46-60 ans,Infirmier,Élevage,Association,Actif,2021-11-25
2644,CUST-0002644,M,46-60 ans,Médecin,Pêche,Physique,Actif,2024-11-17
2645,CUST-0002645,M,26-35 ans,Mécanicien,Technologie,Physique,Actif,2022-04-22
2646,CUST-0002646,M,36-45 ans,Commerçant,Distribution,Physique,Actif,2022-12-02
2647,CUST-0002647,F,46-60 ans,Informaticien,Distribution,Physique,Actif,2023-11-28
2648,CUST-0002648,M,46-60 ans,Tailleur,Restauration,Physique,Actif,2024-03-28
2649,CUST-0002649,M,26-35 ans,Étudiant,Distribution,Moral,Actif,2026-01-10
2650,CUST-0002650,F,46-60 ans,Enseignant,Santé,Physique,Actif,2017-05-25
2651,CUST-0002651,M,26-35 ans,Entrepreneur,Éducation,Physique,Actif,2018-07-02
2652,CUST-0002652,M,46-60 ans,Agent public,Technologie,Physique,Actif,2017-08-22
2653,CUST-0002653,M,60 ans et plus,Pêcheur,BTP,Physique,En veille,2025-04-15
2654,CUST-0002654,M,60 ans et plus,Agriculteur,Santé,Physique,Suspendu,2019-11-19
2655,CUST-0002655,F,36-45 ans,Pêcheur,Distribution,Physique,Actif,2020-03-02
2656,CUST-0002656,F,26-35 ans,Infirmier,Commerce,Physique,Actif,2018-05-26
2657,CUST-0002657,F,36-45 ans,Tailleur,Pêche,Physique,En veille,2017-03-29
2658,CUST-0002658,F,36-45 ans,Agent public,Santé,Physique,Actif,2022-12-21
2659,CUST-0002659,M,60 ans et plus,Étudiant,Administration,Physique,En veille,2018-05-04
2660,CUST-0002660,M,36-45 ans,Artisan,Artisanat,Physique,Actif,2017-10-04
2661,CUST-0002661,M,46-60 ans,Agriculteur,Distribution,Moral,En veille,2025-03-02
2662,CUST-0002662,F,46-60 ans,Ménagère,Santé,Physique,Actif,2019-09-18
2663,CUST-0002663,F,60 ans et plus,Artisan,Commerce,Physique,En veille,2019-10-28
2664,CUST-0002664,M,26-35 ans,Agent public,Restauration,Moral,Actif,2023-10-24
2665,CUST-0002665,M,46-60 ans,Agent public,Élevage,Physique,Suspendu,2017-01-17
2666,CUST-0002666,M,60 ans et plus,Mécanicien,Administration,Physique,Actif,2025-12-11
2667,CUST-0002667,F,36-45 ans,Pêcheur,Services,Moral,Actif,2017-09-09
2668,CUST-0002668,M,60 ans et plus,Mécanicien,Distribution,Physique,Actif,2025-09-10
2669,CUST-0002669,M,26-35 ans,Vendeur,Artisanat,Physique,En veille,2019-07-26
2670,CUST-0002670,F,46-60 ans,Tailleur,Agriculture,Physique,Actif,2026-02-28
2671,CUST-0002671,F,46-60 ans,Étudiant,Commerce,Physique,Actif,2018-04-03
2672,CUST-0002672,M,60 ans et plus,Agent public,Transport,Physique,Actif,2024-11-15
2673,CUST-0002673,M,36-45 ans,Agent public,Services,Physique,Actif,2023-03-18
2674,CUST-0002674,M,60 ans et plus,Tailleur,Administration,Physique,En veille,2025-01-16
2675,CUST-0002675,F,26-35 ans,Enseignant,Administration,Physique,Actif,2020-05-01
2676,CUST-0002676,M,36-45 ans,Informaticien,Administration,Physique,Actif,2024-12-16
2677,CUST-0002677,M,60 ans et plus,Agriculteur,Santé,Physique,Actif,2023-09-07
2678,CUST-0002678,M,36-45 ans,Fonctionnaire,Informel,Moral,Actif,2021-09-04
2679,CUST-0002679,M,60 ans et plus,Pêcheur,Restauration,Physique,Actif,2024-03-15
2680,CUST-0002680,F,60 ans et plus,Chauffeur,BTP,Physique,Actif,2019-10-23
2681,CUST-0002681,F,46-60 ans,Vendeur,Services,Physique,Actif,2022-08-16
2682,CUST-0002682,M,46-60 ans,Enseignant,Restauration,Physique,Actif,2017-10-11
2683,CUST-0002683,F,36-45 ans,Agriculteur,Technologie,Moral,Actif,2019-06-21
2684,CUST-0002684,F,46-60 ans,Infirmier,BTP,Physique,En veille,2019-11-09
2685,CUST-0002685,F,46-60 ans,Infirmier,Élevage,Physique,Actif,2026-02-18
2686,CUST-0002686,F,26-35 ans,Coiffeur,Santé,Physique,Actif,2023-12-05
2687,CUST-0002687,F,36-45 ans,Commerçant,Éducation,Physique,Actif,2018-10-30
2688,CUST-0002688,M,60 ans et plus,Enseignant,Santé,Physique,Actif,2023-01-03
2689,CUST-0002689,F,26-35 ans,Pêcheur,Informel,Moral,Actif,2017-04-28
2690,CUST-0002690,M,46-60 ans,Vendeur,Administration,Physique,Suspendu,2025-09-02
2691,CUST-0002691,F,46-60 ans,Éleveur,Services,Physique,Actif,2018-05-17
2692,CUST-0002692,M,36-45 ans,Fonctionnaire,Agriculture,Physique,Actif,2024-10-15
2693,CUST-0002693,M,60 ans et plus,Enseignant,Élevage,Moral,Actif,2019-09-25
2694,CUST-0002694,M,46-60 ans,Artisan,Élevage,Physique,Actif,2020-05-04
2695,CUST-0002695,M,46-60 ans,Agent public,Informel,Physique,Actif,2021-01-19
2696,CUST-0002696,F,60 ans et plus,Fonctionnaire,Artisanat,Physique,Actif,2017-03-05
2697,CUST-0002697,F,60 ans et plus,Tailleur,Technologie,Moral,Actif,2025-07-07
2698,CUST-0002698,M,46-60 ans,Artisan,Commerce,Moral,Actif,2024-08-04
2699,CUST-0002699,F,18-25 ans,Enseignant,Administration,Physique,Actif,2023-06-27
2700,CUST-0002700,M,36-45 ans,Restauratrice,Santé,Physique,Actif,2022-02-17
2701,CUST-0002701,M,36-45 ans,Artisan,Technologie,Physique,Actif,2017-02-07
2702,CUST-0002702,F,26-35 ans,Éleveur,Restauration,Physique,Actif,2018-06-24
2703,CUST-0002703,F,36-45 ans,Ménagère,Éducation,Association,Actif,2025-05-23
2704,CUST-0002704,M,26-35 ans,Étudiant,Commerce,Physique,Actif,2020-04-29
2705,CUST-0002705,M,18-25 ans,Commerçant,BTP,Association,Actif,2019-09-25
2706,CUST-0002706,F,36-45 ans,Étudiant,Transport,Moral,Actif,2021-07-08
2707,CUST-0002707,M,46-60 ans,Commerçant,Distribution,Physique,Actif,2024-04-12
2708,CUST-0002708,M,18-25 ans,Fonctionnaire,Informel,Physique,Actif,2017-10-09
2709,CUST-0002709,F,36-45 ans,Éleveur,Pêche,Physique,Actif,2021-11-29
2710,CUST-0002710,M,36-45 ans,Chauffeur,BTP,Physique,Actif,2025-06-06
2711,CUST-0002711,M,36-45 ans,Médecin,Informel,Physique,Actif,2024-05-08
2712,CUST-0002712,M,36-45 ans,Médecin,Technologie,Physique,Actif,2023-09-21
2713,CUST-0002713,F,36-45 ans,Informaticien,Santé,Physique,Actif,2024-12-28
2714,CUST-0002714,F,18-25 ans,Éleveur,Informel,Physique,Actif,2021-05-04
2715,CUST-0002715,M,46-60 ans,Pêcheur,Distribution,Physique,Actif,2022-05-17
2716,CUST-0002716,F,60 ans et plus,Fonctionnaire,Technologie,Physique,Actif,2017-05-08
2717,CUST-0002717,M,36-45 ans,Éleveur,Restauration,Physique,Actif,2025-03-12
2718,CUST-0002718,M,46-60 ans,Agent public,Pêche,Physique,Actif,2021-12-02
2719,CUST-0002719,M,18-25 ans,Infirmier,Santé,Association,Actif,2019-06-08
2720,CUST-0002720,F,60 ans et plus,Enseignant,BTP,Physique,Actif,2024-09-18
2721,CUST-0002721,M,46-60 ans,Médecin,Services,Physique,En veille,2026-03-13
2722,CUST-0002722,F,46-60 ans,Chauffeur,Commerce,Association,Actif,2023-08-13
2723,CUST-0002723,M,18-25 ans,Enseignant,BTP,Association,Actif,2025-05-05
2724,CUST-0002724,F,26-35 ans,Entrepreneur,Commerce,Physique,Actif,2019-05-28
2725,CUST-0002725,F,26-35 ans,Pêcheur,Technologie,Association,Actif,2018-04-12
2726,CUST-0002726,M,60 ans et plus,Fonctionnaire,Services,Moral,Actif,2025-06-16
2727,CUST-0002727,M,46-60 ans,Ménagère,Pêche,Physique,Actif,2017-06-23
2728,CUST-0002728,F,46-60 ans,Tailleur,Restauration,Physique,Actif,2018-12-24
2729,CUST-0002729,F,18-25 ans,Coiffeur,Restauration,Physique,Actif,2020-05-20
2730,CUST-0002730,M,60 ans et plus,Enseignant,Distribution,Physique,Suspendu,2020-02-04
2731,CUST-0002731,M,18-25 ans,Commerçant,Pêche,Physique,Actif,2020-12-11
2732,CUST-0002732,M,60 ans et plus,Informaticien,Distribution,Physique,En veille,2020-02-21
2733,CUST-0002733,M,46-60 ans,Coiffeur,Santé,Physique,Actif,2024-10-19
2734,CUST-0002734,F,18-25 ans,Agent public,Technologie,Physique,Actif,2019-08-30
2735,CUST-0002735,M,46-60 ans,Fonctionnaire,Pêche,Physique,Actif,2020-05-01
2736,CUST-0002736,M,46-60 ans,Enseignant,Informel,Physique,Actif,2026-02-17
2737,CUST-0002737,M,26-35 ans,Chauffeur,Restauration,Physique,Actif,2026-06-13
2738,CUST-0002738,M,60 ans et plus,Éleveur,BTP,Physique,Suspendu,2019-06-16
2739,CUST-0002739,M,60 ans et plus,Restauratrice,Transport,Moral,Actif,2020-12-23
2740,CUST-0002740,M,46-60 ans,Commerçant,Élevage,Physique,Actif,2021-11-13
2741,CUST-0002741,F,46-60 ans,Chauffeur,Éducation,Physique,Actif,2017-09-24
2742,CUST-0002742,M,26-35 ans,Informaticien,Informel,Moral,Actif,2025-12-30
2743,CUST-0002743,F,26-35 ans,Tailleur,Commerce,Physique,Actif,2025-04-28
2744,CUST-0002744,M,18-25 ans,Médecin,Éducation,Physique,Actif,2022-03-24
2745,CUST-0002745,M,26-35 ans,Coiffeur,Technologie,Physique,Actif,2018-05-24
2746,CUST-0002746,F,46-60 ans,Pêcheur,Agriculture,Physique,Actif,2024-09-28
2747,CUST-0002747,F,26-35 ans,Tailleur,Éducation,Physique,Actif,2023-11-05
2748,CUST-0002748,M,26-35 ans,Chauffeur,Commerce,Physique,Actif,2019-12-14
2749,CUST-0002749,M,60 ans et plus,Informaticien,Services,Physique,En veille,2018-01-24
2750,CUST-0002750,M,46-60 ans,Artisan,Agriculture,Physique,Actif,2018-09-27
2751,CUST-0002751,F,18-25 ans,Informaticien,Technologie,Physique,Actif,2017-07-21
2752,CUST-0002752,F,60 ans et plus,Pêcheur,Informel,Physique,Actif,2020-03-03
2753,CUST-0002753,M,36-45 ans,Étudiant,Pêche,Moral,Actif,2017-04-02
2754,CUST-0002754,F,18-25 ans,Pêcheur,Administration,Physique,Actif,2024-07-17
2755,CUST-0002755,F,46-60 ans,Tailleur,Distribution,Physique,Actif,2022-09-30
2756,CUST-0002756,M,36-45 ans,Mécanicien,Informel,Physique,Actif,2022-12-21
2757,CUST-0002757,F,46-60 ans,Mécanicien,Transport,Physique,Actif,2017-09-26
2758,CUST-0002758,F,60 ans et plus,Ménagère,Distribution,Moral,Suspendu,2025-04-21
2759,CUST-0002759,F,18-25 ans,Pêcheur,Santé,Physique,Actif,2023-01-01
2760,CUST-0002760,M,36-45 ans,Restauratrice,Restauration,Physique,Actif,2022-05-27
2761,CUST-0002761,M,46-60 ans,Artisan,Éducation,Physique,Actif,2022-06-04
2762,CUST-0002762,F,26-35 ans,Éleveur,Agriculture,Physique,Actif,2022-05-05
2763,CUST-0002763,M,46-60 ans,Agriculteur,BTP,Association,Actif,2017-07-30
2764,CUST-0002764,F,60 ans et plus,Vendeur,Artisanat,Physique,En veille,2024-03-07
2765,CUST-0002765,F,36-45 ans,Pêcheur,Éducation,Physique,Actif,2020-06-05
2766,CUST-0002766,M,26-35 ans,Coiffeur,BTP,Physique,Actif,2020-04-26
2767,CUST-0002767,M,36-45 ans,Pêcheur,Transport,Physique,Actif,2019-06-04
2768,CUST-0002768,F,18-25 ans,Agriculteur,Santé,Physique,Actif,2023-09-01
2769,CUST-0002769,F,60 ans et plus,Médecin,Éducation,Physique,Actif,2023-12-31
2770,CUST-0002770,F,26-35 ans,Artisan,Services,Moral,En veille,2023-02-05
2771,CUST-0002771,M,46-60 ans,Coiffeur,Technologie,Moral,Actif,2023-12-09
2772,CUST-0002772,M,36-45 ans,Ménagère,Transport,Physique,Actif,2020-12-01
2773,CUST-0002773,M,60 ans et plus,Artisan,Santé,Physique,Actif,2020-03-20
2774,CUST-0002774,F,26-35 ans,Enseignant,Artisanat,Physique,Actif,2023-06-26
2775,CUST-0002775,M,36-45 ans,Agriculteur,Transport,Physique,Actif,2018-12-11
2776,CUST-0002776,F,46-60 ans,Mécanicien,Élevage,Association,Actif,2025-02-19
2777,CUST-0002777,F,46-60 ans,Agent public,Technologie,Physique,Actif,2024-01-03
2778,CUST-0002778,F,46-60 ans,Éleveur,Artisanat,Physique,En veille,2021-10-24
2779,CUST-0002779,M,46-60 ans,Agriculteur,Santé,Physique,Actif,2019-09-07
2780,CUST-0002780,F,36-45 ans,Vendeur,Pêche,Physique,Actif,2024-12-23
2781,CUST-0002781,M,60 ans et plus,Médecin,Élevage,Physique,Actif,2022-05-27
2782,CUST-0002782,M,60 ans et plus,Mécanicien,Informel,Physique,Actif,2022-07-05
2783,CUST-0002783,M,26-35 ans,Coiffeur,Transport,Physique,Actif,2020-03-11
2784,CUST-0002784,M,46-60 ans,Entrepreneur,Services,Physique,Actif,2021-07-11
2785,CUST-0002785,F,36-45 ans,Infirmier,Pêche,Physique,Suspendu,2022-06-18
2786,CUST-0002786,M,46-60 ans,Pêcheur,Élevage,Physique,Actif,2024-08-26
2787,CUST-0002787,M,46-60 ans,Tailleur,Artisanat,Physique,Actif,2018-01-01
